season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,down,ydstogo,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRoleRusher,MapRoleTackler2,FootballZone,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRolePasser,MapRoleReceiver,MapRoleSacker1,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,FootballMainScoringPlay,MapRolePassDefender,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,MapRoleInterceptor,MapRoleQbHitter,FootballConvAttPts,FootballTimeoutTeamId,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,1,1679274323.3912976,,2023-03-19 21:05:23.391298,EventStart,Game Start Marker,,True,1,15,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,10005,2302020-ARL-at-SA,900,1800,3600,15:00,1,,,0.0,ARL,SA,0.0,3,3,3,3,Home,35,1,35,0,0,0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,3,1679274380.0,72380,2023-03-19 21:06:20.000000,EventFootballKickoff,23 P. Romo kicks from SA 35. 20 K. Farrow to ARL 30 for 20 yards (25 D. Lewis),,True,1,14,56,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,1,2302020-ARL-at-SA,896,1796,3596,14:56,1,,,0.0,ARL,SA,0.0,3,3,3,3,Home,35,1,35,0,0,0,1.0,10.0,22597,20810,21419,StatusOfficial,ResultKickReturned,20.0,Visitor,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,5,1679274414.0,72414,2023-03-19 21:06:54.000000,EventFootballRush,"1-10-ARL 30 (14:51) 2 D. Smith rush to ARL 33 for 3 yards (95 K. Tongamoa, 15 J. Williams)",,True,1,14,51,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,2,2302020-ARL-at-SA,891,1791,3591,14:51,1,,,0.0,ARL,SA,0.0,3,3,3,3,Visitor,30,1,70,0,0,0,1.0,10.0,22778,,,StatusOfficial,,,,,22305,21974,2,3.0,Visitor,30.0,1.0,3.0,0:21, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,7,1679274446.0,72446,2023-03-19 21:07:26.000000,EventFootballPass,"2-7-ARL 33 (14:20) 10 K. Sloter pass to 19 B. Arconado to ARL 45 for 12 yards (40 R. Jeffers, 45 D. Scott)",,True,1,14,20,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,3,2302020-ARL-at-SA,860,1760,3560,14:20,1,,,0.0,ARL,SA,0.0,3,3,3,3,Visitor,33,1,67,0,0,0,2.0,7.0,20785,,,StatusOfficial,ResultPassComplete,,,,,22844,1,12.0,Visitor,30.0,2.0,15.0,0:58, ,21884,20050,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,10,1679274486.0,72486,2023-03-19 21:08:06.000000,EventFootballPass,"1-10-ARL 45 (13:39) 10 K. Sloter pass to 2 D. Smith to SA 49 for 6 yards (40 R. Jeffers, 33 D. Beesley)",,True,1,13,39,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,4,2302020-ARL-at-SA,819,1719,3519,13:39,1,,,0.0,ARL,SA,0.0,3,3,3,3,Visitor,45,1,55,0,0,0,1.0,10.0,20785,,,StatusOfficial,ResultPassComplete,,,,,21740,1,6.0,Visitor,30.0,3.0,21.0,1:39, ,21884,22305,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,12,1679274520.0,72520,2023-03-19 21:08:40.000000,EventFootballRush,"2-4-SA 49 (13:05) 2 D. Smith rush to SA 46 for 3 yards (40 R. Jeffers, 15 J. Williams)",,True,1,13,5,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,5,2302020-ARL-at-SA,785,1685,3485,13:05,1,,,0.0,ARL,SA,0.0,3,3,3,3,Home,49,1,49,0,0,0,2.0,4.0,20785,,,StatusOfficial,,,,,22305,21974,1,3.0,Visitor,30.0,4.0,24.0,2:11, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,14,1679274567.0,72567,2023-03-19 21:09:27.000000,EventFootballPass,3-1-SA 46 (12:18) 10 K. Sloter pass to 19 B. Arconado to SA 18 for 28 yards (28 J. Koerner),,True,1,12,18,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,6,2302020-ARL-at-SA,738,1638,3438,12:18,1,,,0.0,ARL,SA,0.0,3,3,3,3,Home,46,1,46,0,0,0,3.0,1.0,20901,,,StatusOfficial,ResultPassComplete,,,,,,3,28.0,Visitor,30.0,5.0,52.0,3:00, ,21884,20050,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,16,1679274683.0,72683,2023-03-19 21:11:23.000000,EventFootballRush,"1-10-SA 18 (11:25) 2 D. Smith rush to SA 22 for -4 yards (92 S. Soto, 50 K. Smith)",,True,1,11,25,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,7,2302020-ARL-at-SA,685,1585,3385,11:25,1,,,0.0,ARL,SA,0.0,3,3,3,3,Home,18,1,18,0,0,0,1.0,10.0,22744,,,StatusOfficial,,,,,22305,22879,3,-4.0,Visitor,30.0,6.0,48.0,3:47, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,19,1679274726.0,72726,2023-03-19 21:12:06.000000,EventFootballSack,2-14-SA 22 (10:42) 10 K. Sloter sacked at SA 25 for -3 yards (22 R. Texada),,True,1,10,42,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,8,2302020-ARL-at-SA,642,1542,3342,10:42,1,,,0.0,ARL,SA,0.0,3,3,3,3,Home,22,1,22,0,0,0,2.0,14.0,,,,StatusOfficial,,,,,,,,-3.0,Visitor,30.0,7.0,45.0,4:34, ,21884,,22376,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,21,1679274769.0,72769,2023-03-19 21:12:49.000000,EventFootballPass,3-17-SA 25 (9:59) 10 K. Sloter pass incomplete to 11 L. Winningham,,True,1,9,59,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,9,2302020-ARL-at-SA,599,1499,3299,9:59,1,,,0.0,ARL,SA,0.0,3,3,3,3,Home,25,1,25,0,0,0,3.0,17.0,,,,StatusOfficial,ResultPassIncomplete,,,,,,3,,Visitor,30.0,8.0,45.0,5:01, ,21884,21707,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,37,1679274793.0,72793,2023-03-19 21:13:13.000000,EventFootballFg,4-17-SA 25 (9:48) 1 T. Russolino 43 yard field goal is GOOD,,True,1,9,48,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,10,2302020-ARL-at-SA,588,1488,3288,9:48,1,,,0.0,ARL,SA,0.0,3,3,3,3,Home,25,1,25,0,0,0,4.0,17.0,,21359,,StatusOfficial,ResultKickMade,,,,,,,43.0,Visitor,30.0,9.0,45.0,5:12,FG,,,,,,,,,ScoreTypeFg,,,,,,,,,,,,,,,0,0.0,0.0,1.0,1.0,0.0
