Season,OfficialID,game_id,VisOrHome,JerseyNum,FirstName,LastName,LastNameSuffix,Position,PositionLongName,NAbbrev,Height,Weight,DOB,POB,Age,Hometown,Country,CountryCode,Nickname,InjuryStatus,InjuryDesc,GfxId,Headshot,IsStarting,Initials,Scratch,TrackingId,TeamId,Affiliate,CloudHeadshotURL,SquadId,College,LeagueStatus,Participated
2023,22033,FOOTBALL_XFL_2023_3_12_ARL@STL,Home,0,Kareem,Walker,,RB,,K. Walker,"6'0""",209,,,,,,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Kareem_Walker_22033,,South Alabama,Active,1.0
2023,20615,FOOTBALL_XFL_2023_3_12_ARL@STL,Home,1,Elijah,Hamilton,,DB,,E. Hamilton,"6'1""",211,,,,,,,,,,1.0,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Elijah_Hamilton_20615,,Louisiana Tech,Active,1.0
2023,22008,FOOTBALL_XFL_2023_3_12_ARL@STL,Home,2,Donald,Hageman,,K,,D. Hageman,"6'1""",177,,,,,,,,,,2.0,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Donald_Hageman_22008,,San Diego St,Active,1.0
2023,21667,FOOTBALL_XFL_2023_3_12_ARL@STL,Home,5,Manny,Wilkins,,QB,,M. Wilkins,"6'2""",193,,,,,,,,,,5.0,,,,1.0,,5,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Manny_Wilkins_21667,,Arizona St,Active,
2023,21678,FOOTBALL_XFL_2023_3_12_ARL@STL,Home,6,Lakiem,Williams,,LB,,L. Williams,"5'11""",233,8/18/1997,,25.0,,,,,,,6.0,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Lakiem_Williams_21678,,Syracuse,Active,1.0
2023,21862,FOOTBALL_XFL_2023_3_12_ARL@STL,Home,8,Mike,Hampton,,DB,,M. Hampton,"5'11""",186,12/8/1997,,25.0,,,,,,,8.0,,1.0,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Mike_Hampton_21862,,South Florida,Active,1.0
2023,20651,FOOTBALL_XFL_2023_3_12_ARL@STL,Home,9,Jovani,Haskins,,TE,,J. Haskins,"6'4""",252,,,,,,,,,,9.0,,,,1.0,,5,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Jovani_Haskins_20651,,Rutgers,Active,
2023,22026,FOOTBALL_XFL_2023_3_12_ARL@STL,Home,10,A. J.,McCarron,,QB,,A. McCarron,"6'3""",220,9/13/1990,,32.0,,,,,,,10.0,,1.0,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/AJ_McCarron_22026,,Alabama,Active,1.0
2023,21822,FOOTBALL_XFL_2023_3_12_ARL@STL,Home,11,Darrius,Shepherd,,WR,,D. Shepherd,"5'10""",186,11/1/1995,,27.0,,,,,,,11.0,,1.0,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Darrius_Shepherd_21822,,North Dakota St,Active,1.0
2023,22038,FOOTBALL_XFL_2023_3_12_ARL@STL,Home,12,Gary,Jennings,,WR,,G. Jennings,"6'1""",216,,,,,,,,,,12.0,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Gary_Jennings_22038,,West Virginia,Active,1.0
2023,21263,FOOTBALL_XFL_2023_3_12_ARL@STL,Home,13,Austin,Proehl,,WR,,A. Proehl,"5'9""",179,10/11/1995,,27.0,,,,,,,13.0,,1.0,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Austin_Proehl_21263,,North Carolina,Active,1.0
2023,21558,FOOTBALL_XFL_2023_3_12_ARL@STL,Home,14,Nick,Tiano,,QB,,N. Tiano,"6'4""",236,12/10/1996,,26.0,,,,,,,14.0,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Nick_Tiano_21558,,Tennessee-Chatt,Active,
2023,20249,FOOTBALL_XFL_2023_3_12_ARL@STL,Home,15,George,Campbell,,WR,,G. Campbell,"6'2""",207,10/27/1996,,26.0,,,,,,,15.0,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/George_Campbell_20249,,West Virginia,Active,1.0
2023,20704,FOOTBALL_XFL_2023_3_12_ARL@STL,Home,16,Sterling,Hofrichter,,P,,S. Hofrichter,"5'9""",196,12/5/1996,,26.0,,,,,,,16.0,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Sterling_Hofrichter_20704,,Syracuse,Active,1.0
2023,21842,FOOTBALL_XFL_2023_3_12_ARL@STL,Home,17,Jonathan,Alexander,,DB,,J. Alexander,"6'2""",217,9/27/1999,,23.0,,,,,,,17.0,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Jonathan_Alexander_21842,,UNC-Charlotte,Active,1.0
2023,22342,FOOTBALL_XFL_2023_3_12_ARL@STL,Home,19,Chad,Hansen,,WR,,C. Hansen,"6'1""",202,1/18/1995,,28.0,,,,,,,19.0,,,,1.0,,5,,,,California,Active,
2023,21685,FOOTBALL_XFL_2023_3_12_ARL@STL,Home,20,Pooka,Williams,,RB,,P. Williams,"5'10""",164,,,,,,,,,,20.0,,,,1.0,,5,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Pooka_Williams_21685,,Kansas,Active,
2023,21856,FOOTBALL_XFL_2023_3_12_ARL@STL,Home,21,Mataeo,Durant,,RB,,M. Durant,"5'11""",196,,,,,,,,,,21.0,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Mataeo_Durant_21856,,Duke,Active,1.0
2023,21081,FOOTBALL_XFL_2023_3_12_ARL@STL,Home,22,Steven,Mitchell,,WR,,S. Mitchell,"5'10""",188,5/2/1994,,28.0,,,,,,,22.0,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Steven_Mitchell_21081,,USC,Active,1.0
2023,20688,FOOTBALL_XFL_2023_3_12_ARL@STL,Home,23,Brian,Hill,,RB,,B. Hill,"6'1""",219,11/9/1995,,27.0,,,,,,,23.0,,1.0,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Brian_Hill_20688,,Wyoming,Active,1.0
2023,22870,FOOTBALL_XFL_2023_3_12_ARL@STL,Home,24,Lavert,Hill,,DB,,L. Hill,"5'11""",182,,,,,,,,,,24.0,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Lavert_Hill_22870,,Michigan,Active,1.0
