Season,OfficialID,game_id,VisOrHome,JerseyNum,FirstName,LastName,LastNameSuffix,Position,PositionLongName,NAbbrev,Height,Weight,DOB,POB,Age,Hometown,Country,CountryCode,Nickname,InjuryStatus,InjuryDesc,GfxId,Headshot,IsStarting,Initials,Scratch,TrackingId,TeamId,Affiliate,CloudHeadshotURL,SquadId,College,LeagueStatus,Participated
2023,20229,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,1,Deontay,Burnett,,WR,,D. Burnett,"5'11""",185,10/4/1997,,25.0,,,,,,,1.0,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Deontay_Burnett_20229,,USC,Active,1.0
2023,20241,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,2,Cedric,Byrd,,WR,,C. Byrd,"5'9""",173,,,,,,,,,,2.0,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Cedric_Byrd_20241,,Hawaii,Active,1.0
2023,20633,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,3,Ajene,Harris,,DB,,A. Harris,"5'10""",181,6/2/1996,,26.0,,,,,,,3.0,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Ajene_Harris_20633,,USC,Active,1.0
2023,22601,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,4,William,Likely,,DB,,W. Likely,"5'8""",170,,,,,,,,,,4.0,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/William_Likely_22601,,Maryland,Active,1.0
2023,20445,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,5,Kaleb,Eleby,,QB,,K. Eleby,"6'0""",206,3/13/2000,,23.0,,,,,,,5.0,,,,1.0,,2,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Kaleb_Eleby_20445,,Western Michigan,Active,
2023,20642,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,6,Travell,Harris,,WR,,T. Harris,"5'7""",185,,,,,,,,,,6.0,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Travell_Harris_20642,,Washington St,Active,1.0
2023,22903,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,8,Austin,Jones,,K,,A. Jones,,,,,,,,,,,,8.0,,,,,,2,,,,Alabama,Active,1.0
2023,21441,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,10,Justin,Smith,,WR,,J. Smith,"6'0""",171,,,,,,,,,,10.0,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Justin_Smith_21441,,Norfolk St,Active,1.0
2023,20107,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,11,Tavante,Beckett,,LB,,T. Beckett,"5'10""",220,10/21/1997,,25.0,,,,,,,11.0,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Tavante_Beckett_20107,,Marshall,Active,1.0
2023,21984,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,12,Brandon,Silvers,,QB,,B. Silvers,"6'2""",224,,,,,,,,,,12.0,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Brandon_Silvers_21984,,Troy,Active,1.0
2023,21982,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,14,Cole,McDonald,,QB,,C. McDonald,"6'3""",215,5/20/1998,,24.0,,,,,,,14.0,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Cole_McDonald_21982,,Hawaii,Active,
2023,21536,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,16,Raleigh,Texada,,DB,,R. Texada,"5'10""",191,,,,,,,,,,16.0,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Raleigh_Texada_21536,,Baylor,Active,1.0
2023,20801,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,17,Deandre,Johnson,,LB,,D. Johnson,"6'2""",252,,,,,,,,,,17.0,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Deandre_Johnson_20801,,Miami-Fl,Active,1.0
2023,21108,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,18,Jordan,Mosley,,DB,,J. Mosley,"6'0""",201,,,,,,,,,,18.0,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Jordan_Mosley_21108,,Maryland,Active,1.0
2023,20940,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,20,Dejoun,Lee,,RB,,D. Lee,"5'6""",173,3/14/1997,,26.0,,,,,,,20.0,,,,1.0,,2,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Dejoun_Lee_20940,,Delaware,Active,
2023,21173,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,21,Garrett,Owens,,TE,,G. Owens,"6'2""",229,,,,,,,,,,21.0,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Garrett_Owens_21173,,Duquesne,Active,1.0
2023,20149,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,22,Max,Borghi,,RB,,M. Borghi,"5'9""",210,,,,,,,,,,22.0,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Max_Borghi_20149,,Washington St,Active,1.0
2023,22032,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,24,Alexander,Myres,,DB,,A. Myres,"5'9""",187,4/20/1996,,26.0,,,,,,,24.0,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Alexander_Myres_22032,,Houston,Active,
2023,21848,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,25,John,Brannon,,DB,,J. Brannon,"6'0""",189,3/10/1998,,25.0,,,,,,,25.0,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/John_Brannon_21848,,Western Carolina,Active,
2023,20033,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,26,Brycen,Alleyne,,RB,,B. Alleyne,"5'5""",157,,,,,,,,,,26.0,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Brycen_Alleyne_20033,,Delaware St,Active,1.0
2023,22597,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,27,Drew,Lewis,,LB,,D. Lewis,"6'2""",227,9/7/1995,,27.0,,,,,,,27.0,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Drew_Lewis_22597,,Colorado,Active,
2023,20386,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,28,Stephen,Denmark,,DB,,S. Denmark,"6'2""",220,4/20/1996,,26.0,,,,,,,28.0,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Stephen_Denmark_20386,,Valdosta St,Active,
2023,20675,FOOTBALL_XFL_2023_4_15_VGS@HOU,Home,29,A.J.,Hendy,,DB,,A. Hendy,"6'0""",206,4/8/1993,,30.0,,,,,,,29.0,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/AJ_Hendy_20675,,Maryland,Active,1.0
