Season,OfficialID,game_id,VisOrHome,JerseyNum,FirstName,LastName,LastNameSuffix,Position,PositionLongName,NAbbrev,Height,Weight,DOB,POB,Age,Hometown,Country,CountryCode,Nickname,InjuryStatus,InjuryDesc,GfxId,Headshot,IsStarting,Initials,Scratch,TrackingId,TeamId,Affiliate,CloudHeadshotURL,SquadId,College,LeagueStatus,Participated
2023,21706,FOOTBALL_XFL_2023_2_19_STL@SA,Home,0,Brad,Wing,,P,,B. Wing,"6'2""",205,1/27/1991,,32.0,,,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Brad_Wing_21706.png,,,,1.0
2023,20087,FOOTBALL_XFL_2023_2_19_STL@SA,Home,1,Luq,Barcoo,,DB,,L. Barcoo,"6'0""",172,7/27/1998,,24.0,,,,,,,1.0,,1.0,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Luq_Barcoo_20087.png,,,,1.0
2023,20142,FOOTBALL_XFL_2023_2_19_STL@SA,Home,2,Terrell,Bonds,,DB,,T. Bonds,"5'8""",182,7/22/1996,,26.0,,,,,,,2.0,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Terrell_Bonds_20142.png,,,,1.0
2023,20362,FOOTBALL_XFL_2023_2_19_STL@SA,Home,3,Ben,Davis,,LB,,B. Davis,"6'3""",237,11/12/1997,,25.0,,,,,,,3.0,,1.0,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Ben_Davis_20362.png,,,,1.0
2023,21194,FOOTBALL_XFL_2023_2_19_STL@SA,Home,4,Jawon,Pass,,QB,,J. Pass,"6'4""",240,,,,,,,,,,4.0,,,,1.0,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jawon_Pass_21194.png,,,,
2023,20008,FOOTBALL_XFL_2023_2_19_STL@SA,Home,5,Tenny,Adewusi,,DB,,T. Adewusi,"5'11""",199,5/13/1997,,25.0,,,,,,,5.0,,1.0,,,,3,,,,,,1.0
2023,20203,FOOTBALL_XFL_2023_2_19_STL@SA,Home,6,Fred,Brown,,WR,,F. Brown,"6'0""",199,12/1/1993,,29.0,,,,,,,6.0,,,,,,3,,,,,,1.0
2023,22884,FOOTBALL_XFL_2023_2_19_STL@SA,Home,8,Kameron,Kelly,,DB,,K. Kelly,"6'2""",225,,,,,,,,,,8.0,,,,1.0,,3,,,,,,
2023,21196,FOOTBALL_XFL_2023_2_19_STL@SA,Home,9,Jacques,Patrick,,RB,,J. Patrick,"6'2""",226,1/7/1997,,26.0,,,,,,,9.0,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jacques_Patrick_21196.png,,,,1.0
2023,20856,FOOTBALL_XFL_2023_2_19_STL@SA,Home,10,Travis,Jonsen,,WR,,T. Jonsen,"6'1""",210,10/16/1996,,26.0,,,,,,,10.0,,1.0,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Travis_Jonsen_20856.png,,,,1.0
2023,22034,FOOTBALL_XFL_2023_2_19_STL@SA,Home,11,Kalen,Ballage,,RB,,K. Ballage,"6'1""",227,12/22/1995,,27.0,,,,,,,11.0,,1.0,,,,3,,,,,,1.0
2023,21311,FOOTBALL_XFL_2023_2_19_STL@SA,Home,13,Darece,Roberson,,WR,,D. Roberson,"5'9""",161,7/29/1998,,24.0,,,,,,,13.0,,,,1.0,,3,,,,,,
2023,21974,FOOTBALL_XFL_2023_2_19_STL@SA,Home,15,Jordan,Williams,,LB,,J. Williams,"5'11""",223,5/26/1997,,25.0,,,,,,,15.0,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jordan_Williams_21974.png,,,,1.0
2023,20301,FOOTBALL_XFL_2023_2_19_STL@SA,Home,16,Jack,Coan,,QB,,J. Coan,"6'3""",218,,,,,,,,,,16.0,,1.0,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jack_Coan_20301.png,,,,1.0
2023,22028,FOOTBALL_XFL_2023_2_19_STL@SA,Home,17,Reid,Sinnett,,QB,,R. Sinnett,"6'3""",229,2/5/1997,,26.0,,,,,,,17.0,,,,,,3,,,,,,
2023,21898,FOOTBALL_XFL_2023_2_19_STL@SA,Home,18,T.J.,Vasher,,WR,,T. Vasher,"6'5""",203,,,,,,,,,,18.0,,,,,,3,,,,,,1.0
2023,21419,FOOTBALL_XFL_2023_2_19_STL@SA,Home,20,Kemah,Siverand,,DB,,K. Siverand,"6'0""",201,11/12/1996,,26.0,,,,,,,20.0,,,,,,3,,,,,,1.0
2023,22819,FOOTBALL_XFL_2023_2_19_STL@SA,Home,21,Sean,Williams,,DB,,S. Williams,"6'0""",220,,,,,,,,,,21.0,,,,,,3,,,,,,1.0
2023,22376,FOOTBALL_XFL_2023_2_19_STL@SA,Home,22,Ranthony,Texada,,DB,,R. Texada,"5'10""",172,5/16/1995,,27.0,,,,,,,22.0,,,,,,3,,,,,,1.0
2023,21775,FOOTBALL_XFL_2023_2_19_STL@SA,Home,23,Parker,Romo,,K,,P. Romo,"5'11""",176,,,,,,,,,,23.0,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/John Parker_Romo_21775.png,,,,1.0
2023,21761,FOOTBALL_XFL_2023_2_19_STL@SA,Home,24,Ryan,Lewis,,DB,,R. Lewis,"5'10""",191,4/15/1994,,28.0,,,,,,,24.0,,1.0,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Ryan_Lewis_21761.png,,,,1.0
2023,22597,FOOTBALL_XFL_2023_2_19_STL@SA,Home,25,Drew,Lewis,,LB,,D. Lewis,"6'2""",227,9/7/1995,,27.0,,,,,,,25.0,,1.0,,,,3,,,,,,1.0
2023,20901,FOOTBALL_XFL_2023_2_19_STL@SA,Home,28,Jack,Koerner,,DB,,J. Koerner,"6'0""",209,,,,,,,,,,28.0,,1.0,,,,3,,,,,,1.0
2023,20697,FOOTBALL_XFL_2023_2_19_STL@SA,Home,31,Jon,Hilliman,,RB,,J. Hilliman,"5'11""",216,,,,,,,,,,31.0,,,,,,3,,,,,,1.0
2023,21740,FOOTBALL_XFL_2023_2_19_STL@SA,Home,33,Drew,Beesley,,DL,,D. Beesley,"6'2""",251,,,,,,,,,,33.0,,1.0,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Drew_Beesley_21740.png,,,,1.0
2023,21915,FOOTBALL_XFL_2023_2_19_STL@SA,Home,35,Ben,Beise,,TE,,B. Beise,"6'2""",247,,,,,,,,,,35.0,,,,,,3,,,,,,1.0
2023,20785,FOOTBALL_XFL_2023_2_19_STL@SA,Home,40,Riko,Jeffers,,LB,,R. Jeffers,"6'0""",224,,,,,,,,,,40.0,,1.0,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Riko_Jeffers_20785.png,,,,1.0
2023,20414,FOOTBALL_XFL_2023_2_19_STL@SA,Home,41,Joel,Dublanko,,LB,,,"6'2""",243,,,,,,,,,,41.0,,,,,,3,,,,,,1.0
2023,21589,FOOTBALL_XFL_2023_2_19_STL@SA,Home,42,Mike,Tverdov,,DL,,M. Tverdov,"6'3""",266,,,,,,,,,,42.0,,1.0,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Mike_Tverdov_21589.png,,,,1.0
2023,22726,FOOTBALL_XFL_2023_2_19_STL@SA,Home,44,Mike,Scott,,DL,,M. Scott,"6'5""",240,,,,,,,,,,44.0,,,,,,3,,,,,,1.0
2023,22844,FOOTBALL_XFL_2023_2_19_STL@SA,Home,45,Delontae,Scott,,DL,,D. Scott,"6'4""",246,1/21/1997,,26.0,,,,,,,45.0,,,,1.0,,3,,,,,,
2023,21499,FOOTBALL_XFL_2023_2_19_STL@SA,Home,47,Rex,Sunahara,,LS,,R. Sunahara,"6'6""",250,,,,,,,,,,47.0,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Rex_Sunahara_21499.png,,,,1.0
2023,22879,FOOTBALL_XFL_2023_2_19_STL@SA,Home,50,Kobe,Smith,,DL,,K. Smith,"6'1""",300,,,,,,,,,,50.0,,,,,,3,,,,,,1.0
2023,22610,FOOTBALL_XFL_2023_2_19_STL@SA,Home,51,Damien,Mama,,OL,,D. Mama,"6'3""",324,,,,,,,,,,51.0,,,,,,3,,,,,,
2023,20410,FOOTBALL_XFL_2023_2_19_STL@SA,Home,55,Da'Sean,Downey,,LB,,D. Downey,"6'4""",237,5/1/1995,,27.0,,,,,,,55.0,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/De'Sean_Downey_20410.png,,,,1.0
2023,21724,FOOTBALL_XFL_2023_2_19_STL@SA,Home,58,Willie,Wright,,OL,,W. Wright,"6'2""",300,2/25/1996,,26.0,,,,,,,58.0,,1.0,,,,3,,,,,,1.0
2023,20864,FOOTBALL_XFL_2023_2_19_STL@SA,Home,59,Luke,Juriga,,OL,,L. Juriga,"6'3""",301,6/7/1997,,25.0,,,,,,,59.0,,1.0,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Luke_Juriga_20864.png,,,,1.0
2023,20948,FOOTBALL_XFL_2023_2_19_STL@SA,Home,66,Kohl,Levao,,OL,,K. Levao,"6'4""",324,2/21/1998,,24.0,,,,,,,66.0,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Kohl_Levao_20948.png,,,,1.0
2023,20862,FOOTBALL_XFL_2023_2_19_STL@SA,Home,71,Roubbens,Joseph,,OL,,R. Joseph,"6'4""",312,12/21/1994,,28.0,,,,,,,71.0,,1.0,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Roubbens_Joseph_20862.png,,,,1.0
2023,21258,FOOTBALL_XFL_2023_2_19_STL@SA,Home,72,Norman,Price,,OL,,N. Price,"6'4""",309,8/25/1994,,28.0,,,,,,,72.0,,1.0,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Norman_Price_21258.png,,,,1.0
2023,20874,FOOTBALL_XFL_2023_2_19_STL@SA,Home,74,Derrick,Kelly,,OL,,D. Kelly,"6'4""",307,8/23/1995,,27.0,,,,,,,74.0,,,,1.0,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Derrick_Kelly_20874.png,,,,
2023,21954,FOOTBALL_XFL_2023_2_19_STL@SA,Home,77,Chidi,Okeke,,OL,,C. Okeke,"6'6""",319,12/26/1996,,26.0,,,,,,,77.0,,1.0,,,,3,,,,,,1.0
2023,22379,FOOTBALL_XFL_2023_2_19_STL@SA,Home,79,Kai,Absheer,,OL,,K. Absheer,"6'5""",353,,,,,,,,,,79.0,,,,,,3,,,,,,1.0
2023,21568,FOOTBALL_XFL_2023_2_19_STL@SA,Home,80,Jalen,Tolliver,,WR,,J. Tolliver,"6'0""",208,12/30/1995,,27.0,,,,,,,80.0,,1.0,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jalen_Tolliver_21568.png,,,,1.0
2023,20016,FOOTBALL_XFL_2023_2_19_STL@SA,Home,82,Landen,Akers,,WR,,L. Akers,"5'11""",189,7/7/1997,,25.0,,,,,,,82.0,,,,,,3,,,,,,1.0
2023,22022,FOOTBALL_XFL_2023_2_19_STL@SA,Home,84,Deon,Yelder,,TE,,D. Yelder,"6'2""",256,3/6/1995,,27.0,,,,,,,84.0,,1.0,,,,3,,,,,,1.0
2023,21219,FOOTBALL_XFL_2023_2_19_STL@SA,Home,86,Jamal,Pettigrew,,TE,,,"6'6""",244,,,,,,,,,,86.0,,,,1.0,,3,,,,,,
2023,21765,FOOTBALL_XFL_2023_2_19_STL@SA,Home,88,Alize,Mack,,TE,,A. Mack,"6'4""",249,3/29/1997,,25.0,,,,,,,88.0,,1.0,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Alize_Mack_21765.png,,,,1.0
2023,20567,FOOTBALL_XFL_2023_2_19_STL@SA,Home,90,Matthew,Gotel,,DL,,M. Gotel,"6'1""",341,,,,,,,,,,90.0,,1.0,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Matthew_Gotel_20567.png,,,,1.0
2023,20440,FOOTBALL_XFL_2023_2_19_STL@SA,Home,91,Javier,Edwards,,DL,,J. Edwards,"6'1""",349,,,,,,,,,,91.0,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Javiar_Edwards_20440.png,,,,1.0
2023,22778,FOOTBALL_XFL_2023_2_19_STL@SA,Home,95,Kamilo,Tongamoa,,DL,,K. Tongamoa,"6'6""",338,,,,,,,,,,95.0,,1.0,,,,3,,,,,,1.0
2023,22033,FOOTBALL_XFL_2023_2_19_STL@SA,Visitor,0,Kareem,Walker,,RB,,K. Walker,"6'0""",209,,,,,,,,,,,,,,,,5,,,,,,1.0
2023,20615,FOOTBALL_XFL_2023_2_19_STL@SA,Visitor,1,Elijah,Hamilton,,DB,,E. Hamilton,"6'1""",211,,,,,,,,,,1.0,,1.0,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Elijah_Hamilton_20615.png,,,,1.0
2023,22008,FOOTBALL_XFL_2023_2_19_STL@SA,Visitor,2,Donald,Hageman,,K,,D. Hageman,"6'1""",177,,,,,,,,,,2.0,,,,,,5,,,,,,1.0
2023,20058,FOOTBALL_XFL_2023_2_19_STL@SA,Visitor,3,Marcell,Ateman,,WR,,M. Ateman,"6'4""",215,9/16/1994,,28.0,,,,,,,3.0,,1.0,,,,5,,,,,,1.0
2023,22867,FOOTBALL_XFL_2023_2_19_STL@SA,Visitor,4,Tim,Harris,,DB,,T. Harris,"6'2""",197,,,,,,,,,,4.0,,,,1.0,,5,,,,,,
2023,21667,FOOTBALL_XFL_2023_2_19_STL@SA,Visitor,5,Manny,Wilkins,,QB,,M. Wilkins,"6'2""",193,,,,,,,,,,5.0,,,,1.0,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Manny_Wilkins_21667.png,,,,
2023,21678,FOOTBALL_XFL_2023_2_19_STL@SA,Visitor,6,Lakiem,Williams,,LB,,L. Williams,"5'11""",233,8/18/1997,,25.0,,,,,,,6.0,,,,,,5,,,,,,1.0
2023,21862,FOOTBALL_XFL_2023_2_19_STL@SA,Visitor,8,Mike,Hampton,,DB,,M. Hampton,"5'11""",186,12/8/1997,,25.0,,,,,,,8.0,,,,,,5,,,,,,1.0
2023,20651,FOOTBALL_XFL_2023_2_19_STL@SA,Visitor,9,Jovani,Haskins,,TE,,J. Haskins,"6'4""",252,,,,,,,,,,9.0,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jovani_Haskins_20651.png,,,,1.0
2023,22026,FOOTBALL_XFL_2023_2_19_STL@SA,Visitor,10,A. J.,McCarron,,QB,,A. McCarron,"6'3""",220,9/13/1990,,32.0,,,,,,,10.0,,1.0,,,,5,,,,,,1.0
2023,21822,FOOTBALL_XFL_2023_2_19_STL@SA,Visitor,11,Darrius,Shepherd,,WR,,D. Shepherd,"5'10""",186,11/1/1995,,27.0,,,,,,,11.0,,1.0,,,,5,,,,,,1.0
2023,22038,FOOTBALL_XFL_2023_2_19_STL@SA,Visitor,12,Gary,Jennings,,WR,,G. Jennings,"6'1""",216,,,,,,,,,,12.0,,,,,,5,,,,,,1.0
2023,21263,FOOTBALL_XFL_2023_2_19_STL@SA,Visitor,13,Austin,Proehl,,WR,,A. Proehl,"5'9""",179,10/11/1995,,27.0,,,,,,,13.0,,1.0,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Austin_Proehl_21263.png,,,,1.0
2023,21558,FOOTBALL_XFL_2023_2_19_STL@SA,Visitor,14,Nick,Tiano,,QB,,N. Tiano,"6'4""",236,12/10/1996,,26.0,,,,,,,14.0,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Nick_Tiano_21558.png,,,,
2023,20249,FOOTBALL_XFL_2023_2_19_STL@SA,Visitor,15,George,Campbell,,WR,,G. Campbell,"6'2""",207,10/27/1996,,26.0,,,,,,,15.0,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/George_Campbell_20249.png,,,,1.0
2023,20704,FOOTBALL_XFL_2023_2_19_STL@SA,Visitor,16,Sterling,Hofrichter,,P,,S. Hofrichter,"5'9""",196,12/5/1996,,26.0,,,,,,,16.0,,,,,,5,,,,,,1.0
