Season,OfficialID,game_id,VisOrHome,JerseyNum,FirstName,LastName,LastNameSuffix,Position,PositionLongName,NAbbrev,Height,Weight,DOB,POB,Age,Hometown,Country,CountryCode,Nickname,InjuryStatus,InjuryDesc,GfxId,Headshot,IsStarting,Initials,Scratch,TrackingId,TeamId,Affiliate,CloudHeadshotURL,SquadId,College,LeagueStatus,Participated
2023,20618,FOOTBALL_XFL_2023_3_27_HOU@DC,Home,0,Josh,Hammond,,WR,,J. Hammond,"6'0""",201,7/24/1998,,24.0,,,,,,,,,1.0,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Josh_Hammond_20618,,Florida,Active,1.0
2023,20133,FOOTBALL_XFL_2023_3_27_HOU@DC,Home,1,Chris,Blair,,WR,,C. Blair,"6'2""",198,,,,,,,,,,1.0,,1.0,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Chris_Blair_20133,,Alcorn St,Active,1.0
2023,20419,FOOTBALL_XFL_2023_3_27_HOU@DC,Home,2,Eric,Dungey,,QB,,E. Dungey,"6'4""",236,6/12/1996,,26.0,,,,,,,2.0,,,,1.0,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Eric_Dungey_20419,,Syracuse,Active,
2023,21981,FOOTBALL_XFL_2023_3_27_HOU@DC,Home,3,Deriq,King,,QB,,D. King,"5'9""",195,,,,,,,,,,3.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Deriq_King_21981,,Miami-Fl,Active,1.0
2023,21427,FOOTBALL_XFL_2023_3_27_HOU@DC,Home,4,Abram,Smith,,RB,,A. Smith,"5'11""",216,,,,,,,,,,4.0,,1.0,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Abram_Smith_21427,,Baylor,Active,1.0
2023,21148,FOOTBALL_XFL_2023_3_27_HOU@DC,Home,5,Reggie,Northrup,,LB,,R. Northrup,"6'1""",220,10/17/1993,,29.0,,,,,,,5.0,,,,1.0,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Reggie_Northrup_21148,,Florida St,Active,
2023,20201,FOOTBALL_XFL_2023_3_27_HOU@DC,Home,6,Fadol,Brown,,DL,,F. Brown,"6'4""",216,4/15/1993,,29.0,,,,,,,6.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Fadol_Brown_20201,,Mississippi,Active,1.0
2023,20474,FOOTBALL_XFL_2023_3_27_HOU@DC,Home,8,Jazz,Ferguson,,WR,,J. Ferguson,"6'4""",227,1/12/1997,,26.0,,,,,,,8.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Jazz_Ferguson_20474,,Northwestern St,Active,1.0
2023,21360,FOOTBALL_XFL_2023_3_27_HOU@DC,Home,9,K.J.,Sails,,DB,,K. Sails,"5'11""",178,5/2/1997,,25.0,,,,,,,9.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/KJ_Sails_21360,,South Florida,Active,1.0
2023,22296,FOOTBALL_XFL_2023_3_27_HOU@DC,Home,10,Jordan,Ta'amu,,QB,,J. Ta'amu,"6'3""",214,12/10/1997,,25.0,,,,,,,10.0,,1.0,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Jordan_Ta_amu_22296,,Mississippi,Active,1.0
2023,20766,FOOTBALL_XFL_2023_3_27_HOU@DC,Home,11,Lucky,Jackson,,WR,,L. Jackson,"6'0""",222,7/17/1997,,25.0,,,,,,,11.0,,1.0,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Dontavion_Lucky_Jackson_20766,,Western Kentucky,Active,1.0
2023,21933,FOOTBALL_XFL_2023_3_27_HOU@DC,Home,12,Jequez,Ezzard,,WR,,J. Ezzard,"5'10""",202,,,,,,,,,,12.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Jequez_Ezzard_21933,,Sam Houston St,Active,1.0
