Season,OfficialID,game_id,VisOrHome,JerseyNum,FirstName,LastName,LastNameSuffix,Position,PositionLongName,NAbbrev,Height,Weight,DOB,POB,Age,Hometown,Country,CountryCode,Nickname,InjuryStatus,InjuryDesc,GfxId,Headshot,IsStarting,Initials,Scratch,TrackingId,TeamId,Affiliate,CloudHeadshotURL,SquadId,College,LeagueStatus,Participated
2023,20618,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,0,Josh,Hammond,,WR,,J. Hammond,"6'0""",201,7/24/1998,,24.0,,,,,,,,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Josh_Hammond_20618,,Florida,Active,
2023,20133,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,1,Chris,Blair,,WR,,C. Blair,"6'2""",198,,,,,,,,,,1.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Chris_Blair_20133,,Alcorn St,Active,
2023,20419,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,2,Eric,Dungey,,QB,,E. Dungey,"6'4""",236,6/12/1996,,26.0,,,,,,,2.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Eric_Dungey_20419,,Syracuse,Active,
2023,21981,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,3,Deriq,King,,QB,,D. King,"5'9""",195,,,,,,,,,,3.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Deriq_King_21981,,Miami-Fl,Active,
2023,21427,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,4,Abram,Smith,,RB,,A. Smith,"5'11""",216,,,,,,,,,,4.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Abram_Smith_21427,,Baylor,Active,
2023,21148,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,5,Reggie,Northrup,,LB,,R. Northrup,"6'1""",220,10/17/1993,,29.0,,,,,,,5.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Reggie_Northrup_21148,,Florida St,Active,
2023,20201,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,6,Fadol,Brown,,DL,,F. Brown,"6'4""",216,4/15/1993,,29.0,,,,,,,6.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Fadol_Brown_20201,,Mississippi,Active,
2023,21360,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,9,K.J.,Sails,,DB,,K. Sails,"5'11""",178,5/2/1997,,25.0,,,,,,,9.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/KJ_Sails_21360,,South Florida,Active,
2023,22296,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,10,Jordan,Ta'amu,,QB,,J. Ta'amu,"6'3""",214,12/10/1997,,25.0,,,,,,,10.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Jordan_Ta_amu_22296,,Mississippi,Active,
2023,20766,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,11,Lucky,Jackson,,WR,,L. Jackson,"6'0""",222,7/17/1997,,25.0,,,,,,,11.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Dontavion_Lucky_Jackson_20766,,Western Kentucky,Active,
2023,21933,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,12,Jequez,Ezzard,,WR,,J. Ezzard,"5'10""",202,,,,,,,,,,12.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Jequez_Ezzard_21933,,Sam Houston St,Active,
2023,22862,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,15,Michael,Joseph,,DB,,M. Joseph,"6'0""",194,,,,,,,,,,15.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Michael_Joseph_22862,,Dubuque,Active,
2023,22889,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,16,Brandon,Smith,,WR,,B. Smith,,,,,,,,,,,,16.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Brandon_Smith_22889,,Iowa,Active,
2023,22416,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,17,Davin,Bellamy,,DL,,D. Bellamy,"6'5""",234,,,,,,,,,,17.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Davin_Bellamy_22416,,Georgia,Active,
2023,20448,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,18,Alex,Ellis,,TE,,A. Ellis,"6'4""",253,2/10/1993,,30.0,,,,,,,18.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Alex_Ellis_20448,,Tennessee,Active,
2023,21835,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,19,Daniel,Whelan,,P,,D. Whelan,"6'6""",227,,,,,,,,,,19.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Daniel_Whelan_21835,,Cal-Davis,Active,
2023,20189,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,20,Jamal,Brooks,,LB,,J. Brooks,"6'1""",240,,,,,,,,,,20.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Jamal_Brooks_20189,,South Alabama,Active,
2023,22892,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,21,Montae,Nicholson,,DB,,M. Nicholson,,,,,,,,,,,,21.0,,,,,,8,,,,Michigan St,Active,
2023,21751,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,22,Travon,Fuller,,DB,,T. Fuller,"6'1""",180,,,,,,,,,,22.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Travon_Fuller_21751,,Tulsa,Active,
2023,20053,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,23,Ryquell,Armstead,,RB,,R. Armstead,"5'11""",230,10/30/1996,,26.0,,,,,,,23.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Ryquell_Armstead_20053,,Temple,Active,
2023,20873,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,24,Anthoula,Kelly,,DB,,A. Kelly,"5'9""",187,1/28/1996,,27.0,,,,,,,24.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Anthoula_Kelly_20873,,Fresno St,Active,
2023,21133,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,26,Dejuan,Neal,,DB,,D. Neal,"6'0""",192,8/5/1996,,26.0,,,,,,,26.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Dejuan_Neal_21133,,Shepherd,Active,
2023,21935,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,27,Ferrod,Gardner,,LB,,F. Gardner,"6'1""",215,,,,,,,,,,27.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Ferrod_Gardner_21935,,Louisiana-Lafayette,Active,
2023,21229,FOOTBALL_XFL_2023_3_12_VGS@DC,Home,28,Artavis,Pierce,,RB,,A. Pierce,"5'11""",215,5/17/1996,,26.0,,,,,,,28.0,,,,,,8,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Artavis_Pierce_21229,,Oregon St,Active,
