Season,OfficialID,game_id,VisOrHome,JerseyNum,FirstName,LastName,LastNameSuffix,Position,PositionLongName,NAbbrev,Height,Weight,DOB,POB,Age,Hometown,Country,CountryCode,Nickname,InjuryStatus,InjuryDesc,GfxId,Headshot,IsStarting,Initials,Scratch,TrackingId,TeamId,Affiliate,CloudHeadshotURL,SquadId,College,LeagueStatus,Participated
2023,20891,FOOTBALL_XFL_2023_3_31_SEA@ARL,Home,0,Marquette,King,,P,,M. King,"6'0""",192,10/26/1988,,34.0,,,,,,,,,,,,,1,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Marquette_King_20891,,Fort Valley St,Active,1.0
2023,21359,FOOTBALL_XFL_2023_3_31_SEA@ARL,Home,1,Taylor,Russolino,,K,,T. Russolino,"5'11""",172,5/23/1989,,33.0,,,,,,,1.0,,,,,,1,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Taylor_Russolino_21359,,Millsaps,Active,1.0
2023,22305,FOOTBALL_XFL_2023_3_31_SEA@ARL,Home,2,De'Veon,Smith,,RB,,D. Smith,"5'11""",243,11/8/1994,,28.0,,,,,,,2.0,,1.0,,,,1,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/De_Veon_Smith_22305,,Michigan,Active,1.0
2023,22354,FOOTBALL_XFL_2023_3_31_SEA@ARL,Home,3,JaVonta,Payton,,WR,,J. Payton,"6'0""",175,,,,,,,,,,3.0,,,,,,1,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Javonta_Payton_22354,,Tennessee,Active,1.0
2023,21251,FOOTBALL_XFL_2023_3_31_SEA@ARL,Home,4,Joe,Powell,,DB,,J. Powell,"6'0""",200,2/25/1994,,29.0,,,,,,,4.0,,1.0,,,,1,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Joe_Powell_21251,,Globe JC,Active,1.0
2023,20693,FOOTBALL_XFL_2023_3_31_SEA@ARL,Home,5,Will,Hill,,DB,,W. Hill,"6'0""",205,3/7/1990,,33.0,,,,,,,5.0,,1.0,,,,1,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Will_Hill_20693,,Florida,Active,1.0
2023,20919,FOOTBALL_XFL_2023_3_31_SEA@ARL,Home,6,Davonte,Lambert,,DL,,D. Lambert,"6'1""",285,6/23/1994,,28.0,,,,,,,6.0,,,,,,1,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Davonte_Lambert_20919,,Auburn,Active,1.0
2023,22896,FOOTBALL_XFL_2023_3_31_SEA@ARL,Home,8,Victor,Bolden,,WR,,V. Bolden,,,,,,,,,,,,8.0,,,,,,1,,,,Oregon St,Active,1.0
2023,21243,FOOTBALL_XFL_2023_3_31_SEA@ARL,Home,9,Drew,Plitt,,QB,,D. Plitt,"6'2""",206,,,,,,,,,,9.0,,1.0,,,,1,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Drew_Plitt_21243,,Ball St,Active,1.0
2023,21707,FOOTBALL_XFL_2023_3_31_SEA@ARL,Home,11,LuJuan,Winningham,,WR,,L. Winningham,"6'3""",198,,,,,,,,,,11.0,,1.0,,,,1,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Lujuan_Winningham_21707,,Central Arkansas,Active,1.0
2023,21207,FOOTBALL_XFL_2023_3_31_SEA@ARL,Home,12,Luis,Perez,,QB,,L. Perez,"6'2""",226,8/26/1994,,28.0,,,,,,,12.0,,,,1.0,,1,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Luis_Perez_21207,,Texas A&M-Commerce,Active,
2023,21601,FOOTBALL_XFL_2023_3_31_SEA@ARL,Home,13,Caleb,Vander Esch,,WR,,C. Vander Esch,"6'0""",200,,,,,,,,,,13.0,,,,,,1,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Caleb_Vander_Esch_21601,,South Dakota,Active,1.0
2023,20041,FOOTBALL_XFL_2023_3_31_SEA@ARL,Home,14,Kevin,Anderson,,QB,,K. Anderson,"6'0""",208,9/14/1994,,28.0,,,,,,,14.0,,,,,,1,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Kevin_Anderson_20041,,Fordham,Active,1.0
2023,22529,FOOTBALL_XFL_2023_3_31_SEA@ARL,Home,16,Rannell,Hall,,WR,,R. Hall,"6'1""",210,,,,,,,,,,16.0,,1.0,,,,1,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Rannell_Hall_22529,,Central Florida,Active,1.0
2023,22675,FOOTBALL_XFL_2023_3_31_SEA@ARL,Home,18,Donald,Payne,,LB,,D. Payne,"6'0""",236,,,,,,,,,,18.0,,1.0,,,,1,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Donald_Payne_22675,,Stetson,Active,1.0
2023,20050,FOOTBALL_XFL_2023_3_31_SEA@ARL,Home,19,Brandon,Arconado,,WR,,B. Arconado,"5'11""",192,8/8/1997,,25.0,,,,,,,19.0,,1.0,,,,1,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Brandon_Arconado_20050,,Washington St,Active,1.0
2023,22005,FOOTBALL_XFL_2023_3_31_SEA@ARL,Home,20,Javaris,Davis,,DB,,J. Davis,"5'8""",183,12/26/1996,,26.0,,,,,,,20.0,,,,,,1,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Javaris_Davis_22005,,Auburn,Active,
2023,21798,FOOTBALL_XFL_2023_3_31_SEA@ARL,Home,21,Cre'Von,LeBlanc,,DB,,C. LeBlanc,"5'9""",192,7/25/1994,,28.0,,,,,,,21.0,,,,,,1,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Crevon_Leblanc_21798,,Florida Atlantic,Active,1.0
2023,20810,FOOTBALL_XFL_2023_3_31_SEA@ARL,Home,23,Jamar,Johnson,,DB,,J. Johnson,"5'11""",205,11/22/1999,,23.0,,,,,,,23.0,,,,,,1,,https://res.cloudinary.com/xfl-production/image/upload/xfl-prod/headshots/Jamar_Johnson_20810,,Indiana,Active,
